booking_id,ship,booking_date,sailing_date,occupants,total_fare,cabin_type
1000000100,Sea Voyager,2026-01-24 20:42:26.682676,2026-05-25 20:42:26.682676,4,5985.01,Balcony
1000000101,Atlantic Dream,2025-11-10 20:42:26.682684,2026-01-04 20:42:26.682684,2,7880.91,Oceanview
1000000102,Atlantic Dream,2025-11-16 20:42:26.682688,2026-05-08 20:42:26.682688,1,6068.91,Interior
1000000103,Atlantic Dream,2025-12-04 20:42:26.682692,2025-12-19 20:42:26.682692,2,8242.63,Oceanview
1000000104,Sea Voyager,2025-05-31 20:42:26.682698,2025-08-21 20:42:26.682698,2,8816.93,Balcony
1000000105,Sea Voyager,2025-08-04 20:42:26.682704,2025-10-27 20:42:26.682704,4,7817.92,Balcony
1000000106,Oceanic Explorer,2025-09-14 20:42:26.682713,2026-01-21 20:42:26.682713,4,1285.62,Balcony
1000000107,Atlantic Dream,2025-12-11 20:42:26.682721,2025-12-09 20:42:26.682721,1,8352.61,Balcony
1000000108,Sea Voyager,2025-11-04 20:42:26.682725,2026-04-21 20:42:26.682725,2,7934.2,Balcony
1000000109,Atlantic Dream,2025-11-30 20:42:26.682729,2026-02-07 20:42:26.682729,2,414.97,Oceanview
1000000110,Oceanic Explorer,2025-03-22 20:42:26.682734,2025-08-19 20:42:26.682734,3,1906.01,Suite
1000000111,Oceanic Explorer,2025-12-22 20:42:26.682741,2026-06-28 20:42:26.682741,1,522.78,Balcony
1000000112,Sea Voyager,2025-12-03 20:42:26.682744,2025-11-23 20:42:26.682744,2,5121.85,Interior
1000000113,Oceanic Explorer,2025-08-19 20:42:26.682749,2025-08-25 20:42:26.682749,1,8654.62,Balcony
1000000114,Oceanic Explorer,2025-07-27 20:42:26.682753,2025-10-31 20:42:26.682753,4,2465.16,Balcony
1000000115,Atlantic Dream,2026-03-05 20:42:26.682761,2026-07-28 20:42:26.682761,1,3708.02,Interior
1000000116,Atlantic Dream,2026-02-06 20:42:26.682764,2026-03-21 20:42:26.682764,4,1060.42,Balcony
1000000117,Sea Voyager,2026-02-17 20:42:26.682773,2026-06-21 20:42:26.682773,3,2743.34,Balcony
1000000118,Oceanic Explorer,2025-11-18 20:42:26.682778,2025-12-03 20:42:26.682778,2,-282.13,Suite
1000000119,Oceanic Explorer,2025-03-24 20:42:26.682783,2025-04-05 20:42:26.682783,3,7832.28,Interior
1000000120,Sea Voyager,2025-06-18 20:42:26.682789,2025-08-26 20:42:26.682789,4,3067.0,Balcony
1000000121,Sea Voyager,2026-01-14 20:42:26.682796,2026-06-07 20:42:26.682796,3,1922.44,Balcony
1000000122,Oceanic Explorer,2025-03-23 20:42:26.682803,2025-09-01 20:42:26.682803,3,8451.04,Interior
1000000123,Atlantic Dream,2025-04-20 20:42:26.682809,2025-09-19 20:42:26.682809,1,8802.7,Balcony
1000000124,Oceanic Explorer,2025-03-20 20:42:26.682812,2025-04-16 20:42:26.682812,1,386.89,Balcony
1000000125,Atlantic Dream,2025-12-06 20:42:26.682815,2026-01-02 20:42:26.682815,3,7390.56,Balcony
1000000126,Sea Voyager,2025-09-11 20:42:26.682820,2026-03-27 20:42:26.682820,4,6507.94,Balcony
1000000127,Sea Voyager,2025-10-17 20:42:26.682830,2026-02-22 20:42:26.682830,3,4414.93,Balcony
1000000128,Sea Voyager,2025-06-24 20:42:26.682838,2025-09-25 20:42:26.682838,1,2086.24,Interior
1000000129,Atlantic Dream,2026-02-24 20:42:26.682841,2026-08-27 20:42:26.682841,3,827.37,Balcony
1000000130,Sea Voyager,2025-11-07 20:42:26.682847,2025-12-04 20:42:26.682847,3,8112.87,Balcony
1000000131,Sea Voyager,2026-01-03 20:42:26.682853,2026-04-06 20:42:26.682853,3,6118.74,Interior
1000000132,Oceanic Explorer,2025-05-19 20:42:26.682859,2025-05-19 20:42:26.682859,4,4504.2,Balcony
1000000133,Atlantic Dream,2025-12-04 20:42:26.682870,2026-05-12 20:42:26.682870,3,7668.46,Balcony
1000000134,Atlantic Dream,2025-10-14 20:42:26.682879,2025-11-01 20:42:26.682879,4,7989.59,Balcony
1000000135,Sea Voyager,2026-03-19 20:42:26.682885,2026-05-23 20:42:26.682885,2,4086.86,Interior
1000000136,Sea Voyager,2025-07-05 20:42:26.682890,2026-01-20 20:42:26.682890,4,8700.23,Balcony
1000000137,Sea Voyager,2025-10-22 20:42:26.682897,2026-03-21 20:42:26.682897,2,3432.32,Interior
1000000138,Oceanic Explorer,2026-03-17 20:42:26.682906,2026-06-22 20:42:26.682906,1,4019.08,Balcony
1000000139,Oceanic Explorer,2026-02-27 20:42:26.682910,2026-07-10 20:42:26.682910,4,7341.32,Balcony
1000000140,Atlantic Dream,2026-02-09 20:42:26.682916,2026-07-02 20:42:26.682916,1,-483.69,Balcony
1000000141,Sea Voyager,2025-09-21 20:42:26.682920,2025-09-12 20:42:26.682920,1,-201.63,Balcony
1000000142,Atlantic Dream,2026-01-05 20:42:26.682923,2026-02-23 20:42:26.682923,1,626.33,Suite
1000000143,Oceanic Explorer,2026-01-01 20:42:26.682927,2026-06-07 20:42:26.682927,1,4836.81,Oceanview
1000000144,Sea Voyager,2026-03-06 20:42:26.682930,2026-07-01 20:42:26.682930,1,2792.0,Balcony
1000000145,Atlantic Dream,2026-01-25 20:42:26.682934,2026-01-21 20:42:26.682934,4,3450.92,Interior
1000000146,Oceanic Explorer,2026-03-09 20:42:26.682942,2026-03-17 20:42:26.682942,4,6207.73,Balcony
1000000147,Oceanic Explorer,2025-10-01 20:42:26.682950,2026-01-25 20:42:26.682950,4,7432.23,Interior
1000000148,Oceanic Explorer,2026-01-20 20:42:26.682957,2026-03-23 20:42:26.682957,3,6639.68,Oceanview
1000000149,Oceanic Explorer,2026-02-08 20:42:26.682963,2026-06-29 20:42:26.682963,4,1126.18,Oceanview
1000000150,Atlantic Dream,2026-02-06 20:42:26.682973,2026-04-18 20:42:26.682973,2,3475.96,Balcony
1000000151,Oceanic Explorer,2025-08-26 20:42:26.682981,2025-11-02 20:42:26.682981,3,1531.44,Balcony
1000000152,Oceanic Explorer,2025-12-28 20:42:26.682987,2025-12-25 20:42:26.682987,1,4850.67,Interior
1000000153,Atlantic Dream,2025-05-24 20:42:26.682990,2025-05-15 20:42:26.682990,1,-394.2,Interior
1000000154,Oceanic Explorer,2025-10-15 20:42:26.682995,2026-02-22 20:42:26.682995,2,8612.63,Interior
1000000155,Sea Voyager,2025-07-28 20:42:26.683000,2025-10-15 20:42:26.683000,1,4932.79,Balcony
1000000156,Oceanic Explorer,2025-05-20 20:42:26.683003,2025-05-28 20:42:26.683003,4,1024.98,Oceanview
1000000157,Oceanic Explorer,2026-01-17 20:42:26.683011,2026-01-08 20:42:26.683011,2,1710.56,Balcony
1000000158,Atlantic Dream,2025-10-23 20:42:26.683015,2025-10-18 20:42:26.683015,1,-395.01,Balcony
1000000159,Oceanic Explorer,2026-01-31 20:42:26.683018,2026-06-28 20:42:26.683018,3,3568.11,Balcony
1000000160,Atlantic Dream,2025-06-29 20:42:26.683025,2025-10-06 20:42:26.683025,3,-212.18,Balcony
1000000161,Oceanic Explorer,2026-01-16 20:42:26.683031,2026-04-25 20:42:26.683031,1,7728.23,Balcony
1000000162,Oceanic Explorer,2026-02-06 20:42:26.683037,2026-02-13 20:42:26.683037,2,5343.85,Balcony
1000000163,Sea Voyager,2025-12-06 20:42:26.683041,2026-01-28 20:42:26.683041,2,6305.27,Balcony
1000000164,Atlantic Dream,2026-02-15 20:42:26.683047,2026-06-22 20:42:26.683047,2,3556.35,Balcony
1000000165,Sea Voyager,2025-10-17 20:42:26.683052,2026-03-09 20:42:26.683052,1,8046.81,Balcony
1000000166,Oceanic Explorer,2025-06-29 20:42:26.683056,2026-01-14 20:42:26.683056,4,1901.33,Oceanview
1000000167,Oceanic Explorer,2025-10-01 20:42:26.683066,2026-04-01 20:42:26.683066,3,5328.17,Oceanview
1000000168,Oceanic Explorer,2025-12-25 20:42:26.683071,2026-04-24 20:42:26.683071,4,5939.16,Balcony
1000000169,Atlantic Dream,2026-02-19 20:42:26.683078,2026-08-30 20:42:26.683078,2,4037.47,Balcony
1000000170,Sea Voyager,2026-01-03 20:42:26.683084,2026-05-28 20:42:26.683084,4,6774.42,Interior
1000000171,Atlantic Dream,2025-06-03 20:42:26.683091,2025-09-10 20:42:26.683091,4,9927.06,Balcony
1000000172,Sea Voyager,2025-10-02 20:42:26.683099,2025-12-17 20:42:26.683099,4,7864.73,Balcony
1000000173,Atlantic Dream,2025-08-07 20:42:26.683107,2026-01-05 20:42:26.683107,1,1474.16,Oceanview
1000000174,Atlantic Dream,2025-04-20 20:42:26.683111,2025-06-05 20:42:26.683111,1,3866.14,Interior
1000000175,Oceanic Explorer,2025-10-22 20:42:26.683115,2025-10-26 20:42:26.683115,4,2719.76,Balcony
1000000176,Atlantic Dream,2026-03-17 20:42:26.683123,2026-06-13 20:42:26.683123,1,7975.72,Balcony
1000000177,Atlantic Dream,2025-03-21 20:42:26.683126,2025-04-30 20:42:26.683126,2,1593.66,Balcony
1000000178,Oceanic Explorer,2025-06-05 20:42:26.683131,2025-08-27 20:42:26.683131,3,5441.6,Balcony
1000000179,Sea Voyager,2025-11-01 20:42:26.683137,2026-01-01 20:42:26.683137,2,8087.52,Balcony
1000000180,Sea Voyager,2025-11-02 20:42:26.683142,2026-03-17 20:42:26.683142,4,1601.92,Balcony
1000000181,Oceanic Explorer,2025-10-07 20:42:26.683150,2025-12-31 20:42:26.683150,3,542.65,Interior
1000000182,Atlantic Dream,2026-02-23 20:42:26.683156,2026-09-07 20:42:26.683156,4,426.15,Balcony
1000000183,Oceanic Explorer,2025-11-23 20:42:26.683163,2026-03-10 20:42:26.683163,4,3482.62,Balcony
1000000184,Sea Voyager,2025-06-01 20:42:26.683172,2025-05-24 20:42:26.683172,1,3369.57,Balcony
1000000185,Atlantic Dream,2025-03-21 20:42:26.683176,2025-07-18 20:42:26.683176,4,4218.0,Balcony
1000000186,Oceanic Explorer,2025-06-11 20:42:26.683184,2025-12-27 20:42:26.683184,3,9499.16,Oceanview
1000000187,Oceanic Explorer,2025-12-27 20:42:26.683193,2026-07-06 20:42:26.683193,3,3712.69,Balcony
1000000188,Sea Voyager,2026-02-07 20:42:26.683199,2026-05-15 20:42:26.683199,3,8190.68,Balcony
1000000189,Atlantic Dream,2025-12-01 20:42:26.683206,2026-01-15 20:42:26.683206,1,1096.64,Balcony
1000000190,Sea Voyager,2025-12-13 20:42:26.683209,2025-12-13 20:42:26.683209,2,-443.71,Balcony
1000000191,Sea Voyager,2025-11-19 20:42:26.683215,2026-04-18 20:42:26.683215,1,9846.41,Oceanview
1000000192,Atlantic Dream,2025-09-17 20:42:26.683218,2025-12-17 20:42:26.683218,3,515.36,Balcony
1000000193,Oceanic Explorer,2025-12-18 20:42:26.683225,2026-02-09 20:42:26.683225,4,6995.49,Interior
1000000194,Atlantic Dream,2025-09-17 20:42:26.683232,2026-03-27 20:42:26.683232,1,3345.85,Suite
1000000195,Sea Voyager,2025-06-13 20:42:26.683235,2025-10-05 20:42:26.683235,4,6067.69,Balcony
1000000196,Oceanic Explorer,2026-02-05 20:42:26.683243,2026-03-28 20:42:26.683243,1,5384.73,Balcony
1000000197,Sea Voyager,2026-02-25 20:42:26.683246,2026-03-10 20:42:26.683246,1,7318.14,Oceanview
1000000198,Sea Voyager,2026-02-02 20:42:26.683251,2026-02-03 20:42:26.683251,4,7295.39,Interior
1000000199,Sea Voyager,2025-06-16 20:42:26.683257,2025-07-16 20:42:26.683257,1,4166.95,Oceanview
1000000200,Atlantic Dream,2026-01-04 20:42:26.683261,2026-02-19 20:42:26.683261,1,8079.54,Oceanview
1000000201,Oceanic Explorer,2025-08-05 20:42:26.683266,2025-10-05 20:42:26.683266,2,8190.07,Balcony
1000000202,Atlantic Dream,2025-06-17 20:42:26.683270,2025-10-22 20:42:26.683270,3,2954.94,Balcony
1000000203,Oceanic Explorer,2025-05-27 20:42:26.683276,2025-09-05 20:42:26.683276,1,4842.97,Balcony
1000000204,Atlantic Dream,2025-08-21 20:42:26.683281,2026-01-31 20:42:26.683281,1,6778.94,Interior
1000000205,Atlantic Dream,2025-06-26 20:42:26.683285,2025-10-12 20:42:26.683285,4,5763.53,Balcony
1000000206,Atlantic Dream,2026-02-27 20:42:26.683293,2026-06-12 20:42:26.683293,4,410.58,Balcony
1000000207,Oceanic Explorer,2025-07-25 20:42:26.683301,2025-08-05 20:42:26.683301,3,2526.22,Balcony
1000000208,Atlantic Dream,2025-06-01 20:42:26.683308,2025-09-30 20:42:26.683308,2,9936.38,Balcony
1000000209,Sea Voyager,2025-04-20 20:42:26.683313,2025-06-09 20:42:26.683313,4,8091.95,Balcony
1000000210,Atlantic Dream,2026-02-16 20:42:26.683322,2026-03-08 20:42:26.683322,4,1584.01,Balcony
1000000211,Sea Voyager,2025-07-01 20:42:26.683330,2025-07-11 20:42:26.683330,4,8591.89,Balcony
1000000212,Atlantic Dream,2025-03-28 20:42:26.683342,2025-07-03 20:42:26.683342,1,6648.38,Interior
1000000213,Oceanic Explorer,2026-02-26 20:42:26.683346,2026-06-01 20:42:26.683346,2,3935.08,Oceanview
1000000214,Atlantic Dream,2025-10-23 20:42:26.683350,2026-02-02 20:42:26.683350,4,3349.06,Oceanview
1000000215,Sea Voyager,2025-06-18 20:42:26.683361,2025-07-30 20:42:26.683361,2,1749.23,Balcony
1000000216,Oceanic Explorer,2025-09-13 20:42:26.683366,2025-12-14 20:42:26.683366,3,6531.05,Balcony
1000000217,Atlantic Dream,2025-06-01 20:42:26.683373,2025-06-22 20:42:26.683373,2,9438.02,Balcony
1000000218,Sea Voyager,2025-09-06 20:42:26.683381,2026-02-25 20:42:26.683381,4,4145.5,Oceanview
1000000219,Oceanic Explorer,2026-01-19 20:42:26.683388,2026-07-22 20:42:26.683388,3,3779.77,Oceanview
1000000220,Atlantic Dream,2026-03-03 20:42:26.683394,2026-04-16 20:42:26.683394,4,2455.54,Balcony
1000000221,Sea Voyager,2025-12-07 20:42:26.683402,2025-12-24 20:42:26.683402,2,-232.12,Balcony
1000000222,Atlantic Dream,2025-09-28 20:42:26.683406,2026-03-17 20:42:26.683406,3,222.54,Interior
1000000223,Atlantic Dream,2025-07-17 20:42:26.683413,2025-11-01 20:42:26.683413,1,9193.72,Balcony
1000000224,Atlantic Dream,2025-09-17 20:42:26.683416,2026-04-02 20:42:26.683416,4,3917.9,Oceanview
1000000225,,2025-11-20 20:42:26.683423,2026-05-26 20:42:26.683423,4,9066.6,Balcony
1000000226,Atlantic Dream,2025-12-18 20:42:26.683432,2026-02-09 20:42:26.683432,2,2689.03,Balcony
1000000227,Oceanic Explorer,2026-03-06 20:42:26.683436,2026-06-27 20:42:26.683436,3,4374.25,Oceanview
1000000228,Sea Voyager,2026-01-30 20:42:26.683442,2026-07-23 20:42:26.683442,2,7616.28,Balcony
1000000229,Atlantic Dream,2026-01-12 20:42:26.683446,2026-07-25 20:42:26.683446,2,1743.08,Balcony
1000000230,Atlantic Dream,2025-08-14 20:42:26.683451,2026-02-27 20:42:26.683451,2,4125.72,Interior
1000000231,Sea Voyager,2025-12-15 20:42:26.683456,2026-03-03 20:42:26.683456,1,4173.52,Oceanview
1000000232,Atlantic Dream,2025-04-30 20:42:26.683461,2025-06-11 20:42:26.683461,4,8290.68,Oceanview
1000000233,Atlantic Dream,2025-04-08 20:42:26.683469,2025-06-01 20:42:26.683469,1,6920.18,Balcony
1000000234,Sea Voyager,2025-10-23 20:42:26.683472,2026-01-16 20:42:26.683472,3,5955.76,Balcony
1000000235,Sea Voyager,2025-11-30 20:42:26.683478,2026-01-09 20:42:26.683478,4,8934.72,Interior
1000000236,Sea Voyager,2025-12-12 20:42:26.683486,2025-12-27 20:42:26.683486,4,8446.46,Oceanview
1000000237,Atlantic Dream,2025-09-16 20:42:26.683496,2026-02-19 20:42:26.683496,2,8158.34,Balcony
1000000238,Atlantic Dream,2025-10-05 20:42:26.683502,2026-04-14 20:42:26.683502,1,7558.0,Balcony
1000000239,Sea Voyager,2025-12-14 20:42:26.683505,2025-12-19 20:42:26.683505,2,4074.41,Interior
1000000240,Oceanic Explorer,2025-07-26 20:42:26.683510,2025-09-23 20:42:26.683510,1,7166.86,Balcony
