transaction_id,booking_id,passenger_id,payment_amount,payment_status
1000000070100,1000000070,10000000701,4987.78,Pending
1000000070200,1000000070,10000000702,4129.24,Failed
1000000071000,1000000071,10000000710,2689.05,Failed
1000000071100,1000000071,10000000711,1112.1,Failed
1000000071200,1000000071,10000000712,1204.96,Paid
1000000071300,1000000071,10000000713,1640.85,Pending
1000000072000,1000000072,10000000720,717.86,Failed
1000000072100,1000000072,10000000721,1281.95,Failed
1000000072200,1000000072,10000000722,3835.4,Paid
1000000073000,1000000073,10000000730,3728.6,Paid
1000000073100,1000000073,10000000731,3963.71,Failed
1000000073200,1000000073,10000000732,36.3,Failed
1000000073300,1000000073,10000000733,1337.96,Pending
1000000074000,1000000074,10000000740,-104.86,Pending
1000000074100,1000000074,10000000741,3347.55,Paid
1000000074200,1000000074,10000000742,10.02,Pending
1000000074300,1000000074,10000000743,732.79,Failed
1000000075000,1000000075,10000000750,1175.49,Paid
1000000075100,1000000075,10000000751,3638.97,Pending
1000000075200,1000000075,10000000752,2173.46,Failed
1000000075300,1000000075,10000000753,-87.51,Paid
1000000076000,1000000076,10000000760,-147.06,Paid
1000000077000,1000000077,10000000770,1378.45,Failed
1000000077100,1000000077,10000000771,543.15,Paid
1000000077200,1000000077,10000000772,1303.28,Pending
1000000077300,1000000077,10000000773,-84.91,Pending
1000000078000,1000000078,10000000780,3857.46,Paid
1000000079000,1000000079,10000000790,1119.45,Pending
1000000080000,1000000080,10000000800,-124.1,Pending
1000000080100,1000000080,10000000801,1086.47,Pending
1000000081000,1000000081,10000000810,3304.52,Failed
1000000081100,1000000081,10000000811,-93.04,Paid
1000000082000,1000000082,10000000820,4781.04,Paid
1000000082100,1000000082,10000000821,2664.37,Failed
1000000082200,1000000082,10000000822,662.05,Paid
1000000082300,1000000082,10000000823,2199.29,Pending
1000000083000,1000000083,10000000830,1100.99,Failed
1000000083100,1000000083,10000000831,3389.18,Paid
1000000084000,1000000084,10000000840,3279.71,Pending
1000000084100,1000000084,10000000841,2838.34,Pending
1000000084200,1000000084,10000000842,3899.76,Pending
1000000084300,1000000084,10000000843,1957.78,Paid
1000000085000,1000000085,10000000850,4589.37,Paid
1000000085100,1000000085,10000000851,3098.84,Failed
1000000086000,1000000086,10000000860,833.51,Pending
1000000086100,1000000086,10000000861,958.16,Pending
1000000087000,1000000087,10000000870,4672.17,Pending
1000000087100,1000000087,10000000871,2029.33,Paid
1000000087200,1000000087,10000000872,92.31,Paid
1000000088000,1000000088,10000000880,2054.47,Paid
1000000088100,1000000088,10000000881,513.44,Pending
1000000088200,1000000088,10000000882,4.67,Pending
1000000089000,1000000089,10000000890,2013.63,Failed
1000000090000,1000000090,10000000900,1271.29,Failed
1000000090100,1000000090,10000000901,2846.41,Paid
1000000091000,1000000091,10000000910,3172.87,Paid
1000000091100,1000000091,10000000911,2473.8,Paid
1000000091200,1000000091,10000000912,3317.77,Paid
1000000092000,1000000092,10000000920,1912.36,Paid
1000000093000,1000000093,10000000930,2938.39,Pending
1000000093100,1000000093,10000000931,1058.55,Pending
1000000093200,1000000093,10000000932,-104.3,Paid
1000000094000,1000000094,10000000940,2669.03,Failed
1000000094100,1000000094,10000000941,2039.96,Failed
1000000095000,1000000095,10000000950,1421.31,Pending
1000000095100,1000000095,10000000951,354.26,Paid
1000000096000,1000000096,10000000960,4888.93,Paid
1000000096100,1000000096,10000000961,3546.68,Failed
1000000096200,1000000096,10000000962,3665.62,Failed
1000000097000,1000000097,10000000970,15.07,Pending
1000000097100,1000000097,10000000971,3651.63,Failed
1000000097200,1000000097,10000000972,-28.79,Pending
1000000097300,1000000097,10000000973,4289.17,Pending
1000000098000,1000000098,10000000980,3116.59,Paid
1000000098100,1000000098,10000000981,628.92,Failed
1000000098200,1000000098,10000000982,2240.82,Paid
1000000099000,1000000099,10000000990,2594.16,Failed
1000000100000,1000000100,10000001000,1271.97,Pending
1000000101000,1000000101,10000001010,4319.46,Pending
1000000101100,1000000101,10000001011,1534.07,Paid
1000000102000,1000000102,10000001020,3598.99,Paid
1000000103000,1000000103,10000001030,3562.75,Paid
1000000104000,1000000104,10000001040,2348.88,Pending
1000000104100,1000000104,10000001041,4585.82,Failed
1000000104200,1000000104,10000001042,1993.55,Paid
1000000104300,1000000104,10000001043,2061.32,Paid
1000000105000,1000000105,10000001050,912.49,Pending
1000000106000,1000000106,10000001060,1264.47,Pending
1000000107000,1000000107,10000001070,1539.87,Pending
1000000107100,1000000107,10000001071,435.53,Paid
1000000108000,1000000108,10000001080,2434.8,Paid
1000000108100,1000000108,10000001081,431.66,Failed
1000000108200,1000000108,10000001082,4014.44,Pending
1000000109000,1000000109,10000001090,2430.48,Failed
1000000109100,1000000109,10000001091,1572.78,Failed
1000000109200,1000000109,10000001092,3210.33,Paid
1000000110000,1000000110,10000001100,448.43,Paid
1000000110100,1000000110,10000001101,1395.83,Pending
1000000110200,1000000110,10000001102,4958.38,Paid
1000000111000,1000000111,10000001110,451.4,Failed
1000000111100,1000000111,10000001111,3833.42,Failed
1000000111200,1000000111,10000001112,88.28,Pending
1000000112000,1000000112,10000001120,3702.42,Pending
1000000112100,1000000112,10000001121,1639.53,Paid
1000000112200,1000000112,10000001122,4898.62,Failed
1000000112300,1000000112,10000001123,714.21,Paid
1000000113000,1000000113,10000001130,1456.23,Paid
1000000114000,1000000114,10000001140,2396.2,Pending
1000000115000,1000000115,10000001150,3254.11,Paid
1000000115100,1000000115,10000001151,2150.01,Failed
1000000116000,1000000116,10000001160,2367.02,Pending
1000000116100,1000000116,10000001161,3607.91,Paid
1000000117000,1000000117,10000001170,2581.16,Pending
1000000118000,1000000118,10000001180,3875.1,Failed
1000000118100,1000000118,10000001181,2466.79,Failed
1000000118200,1000000118,10000001182,2164.7,Failed
1000000118300,1000000118,10000001183,2804.13,Failed
1000000119000,1000000119,10000001190,4240.12,Failed
1000000119100,1000000119,10000001191,4425.1,Paid
1000000119200,1000000119,10000001192,192.87,Failed
1000000119300,1000000119,10000001193,432.53,Failed
1000000120000,1000000120,10000001200,943.79,Pending
1000000120100,1000000120,10000001201,4772.02,Paid
1000000120200,1000000120,10000001202,4247.25,Paid
1000000121000,1000000121,10000001210,322.82,Pending
1000000122000,1000000122,10000001220,187.58,Pending
1000000122100,1000000122,10000001221,2809.04,Pending
1000000123000,1000000123,10000001230,2375.2,Failed
1000000123100,1000000123,10000001231,1369.13,Paid
1000000123200,1000000123,10000001232,2237.94,Failed
1000000124000,1000000124,10000001240,490.11,Pending
1000000124100,1000000124,10000001241,473.63,Paid
1000000125000,1000000125,10000001250,3713.58,Failed
1000000125100,1000000125,10000001251,3961.07,Failed
1000000125200,1000000125,10000001252,3114.28,Failed
1000000126000,1000000126,10000001260,497.54,Failed
1000000127000,1000000127,10000001270,2450.59,Pending
1000000128000,1000000128,10000001280,3077.55,Pending
1000000128100,1000000128,10000001281,2051.63,Failed
1000000129000,1000000129,10000001290,3846.52,Pending
1000000130000,1000000130,10000001300,31.38,Failed
1000000130100,1000000130,10000001301,2935.19,Failed
1000000130200,1000000130,10000001302,4082.58,Pending
1000000131000,1000000131,10000001310,3514.52,Pending
1000000131100,1000000131,10000001311,819.15,Paid
1000000131200,1000000131,10000001312,811.47,Pending
1000000132000,1000000132,10000001320,1343.52,Pending
1000000132100,1000000132,10000001321,3557.84,Paid
1000000132200,1000000132,10000001322,3875.89,Pending
1000000132300,1000000132,10000001323,3652.94,Paid
1000000133000,1000000133,10000001330,928.32,Paid
1000000134000,1000000134,10000001340,4626.53,Pending
1000000134100,1000000134,10000001341,2273.83,Pending
1000000135000,1000000135,10000001350,282.69,Paid
1000000135100,1000000135,10000001351,570.16,Pending
1000000135200,1000000135,10000001352,-22.79,Failed
1000000135300,1000000135,10000001353,2809.9,Paid
1000000136000,1000000136,10000001360,2643.17,Pending
1000000137000,1000000137,10000001370,4340.26,Pending
1000000137100,1000000137,10000001371,1758.07,Failed
1000000137200,1000000137,10000001372,2434.7,Pending
1000000138000,1000000138,10000001380,4603.44,Paid
1000000138100,1000000138,10000001381,3952.16,Pending
1000000139000,1000000139,10000001390,2103.0,Paid
1000000139100,1000000139,10000001391,3696.15,Paid
1000000139200,1000000139,10000001392,2495.27,Pending
1000000139300,1000000139,10000001393,3391.12,Failed
1000000140000,1000000140,10000001400,816.44,Pending
1000000141000,1000000141,10000001410,1412.69,Pending
1000000142000,1000000142,10000001420,1274.01,Failed
1000000143000,1000000143,10000001430,1443.62,Paid
1000000144000,1000000144,10000001440,2314.82,Failed
1000000144100,1000000144,10000001441,3106.82,Pending
1000000144200,1000000144,10000001442,2457.06,Paid
1000000145000,1000000145,10000001450,569.8,Pending
1000000145100,1000000145,10000001451,2516.26,Failed
1000000146000,1000000146,10000001460,4339.85,Pending
1000000146100,1000000146,10000001461,1506.48,Pending
1000000146200,1000000146,10000001462,4465.55,Paid
1000000147000,1000000147,10000001470,2468.38,Failed
1000000147100,1000000147,10000001471,4869.78,Paid
1000000148000,1000000148,10000001480,739.58,Pending
1000000148100,1000000148,10000001481,3364.66,Paid
1000000148200,1000000148,10000001482,-165.32,Failed
1000000149000,1000000149,10000001490,548.44,Failed
1000000149100,1000000149,10000001491,2100.31,Failed
1000000149200,1000000149,10000001492,952.13,Pending
1000000149300,1000000149,10000001493,4073.45,Failed
1000000150000,1000000150,10000001500,2812.32,Paid
1000000150100,1000000150,10000001501,-7.65,Failed
1000000150200,1000000150,10000001502,-61.28,Failed
1000000150300,1000000150,10000001503,4600.14,Paid
1000000151000,1000000151,10000001510,3455.47,Pending
1000000152000,1000000152,10000001520,383.76,Paid
1000000152100,1000000152,10000001521,1110.5,Pending
1000000152200,1000000152,10000001522,2683.82,Failed
1000000153000,1000000153,10000001530,3102.08,Failed
1000000153100,1000000153,10000001531,557.59,Failed
1000000153200,1000000153,10000001532,2851.0,Pending
1000000154000,1000000154,10000001540,3499.83,Pending
1000000155000,1000000155,10000001550,3.91,Paid
1000000155100,1000000155,10000001551,3814.37,Paid
1000000156000,1000000156,10000001560,288.15,Paid
1000000157000,1000000157,10000001570,3875.44,Failed
1000000158000,1000000158,10000001580,3070.76,Failed
1000000159000,1000000159,10000001590,1778.14,Failed
1000000159100,1000000159,10000001591,4012.9,Paid
1000000159200,1000000159,10000001592,2388.53,Pending
1000000159300,1000000159,10000001593,-113.78,Paid
1000000160000,1000000160,10000001600,2807.23,Failed
1000000160100,1000000160,10000001601,2654.73,Paid
1000000161000,1000000161,10000001610,4706.91,Pending
1000000161100,1000000161,10000001611,4132.76,Failed
1000000161200,1000000161,10000001612,4518.15,Failed
1000000161300,1000000161,10000001613,4360.39,Paid
1000000162000,1000000162,10000001620,1448.59,Pending
1000000162100,1000000162,10000001621,4901.32,Failed
1000000162200,1000000162,10000001622,360.24,Paid
1000000162300,1000000162,10000001623,4249.49,Paid
1000000163000,1000000163,10000001630,4117.22,Paid
1000000163100,1000000163,10000001631,4864.64,Pending
1000000164000,1000000164,10000001640,1574.44,Pending
1000000164100,1000000164,10000001641,3209.18,Failed
1000000164200,1000000164,10000001642,3063.29,Failed
1000000164300,1000000164,10000001643,1394.3,Failed
1000000165000,1000000165,10000001650,3432.59,Failed
1000000165100,1000000165,10000001651,-167.02,Failed
1000000165200,1000000165,10000001652,4535.26,Failed
1000000166000,1000000166,10000001660,4304.62,Failed
1000000167000,1000000167,10000001670,-84.34,Paid
1000000167100,1000000167,10000001671,-36.78,Failed
1000000168000,1000000168,10000001680,1565.76,Paid
1000000168100,1000000168,10000001681,4416.18,Paid
1000000168200,1000000168,10000001682,205.47,Paid
1000000168300,1000000168,10000001683,4371.13,Paid
1000000169000,1000000169,10000001690,2761.74,Failed
1000000170000,1000000170,10000001700,3685.05,Failed
1000000170100,1000000170,10000001701,2664.65,Failed
1000000171000,1000000171,10000001710,1912.57,Failed
1000000171100,1000000171,10000001711,1795.73,Pending
1000000172000,1000000172,10000001720,-119.13,Paid
1000000172100,1000000172,10000001721,3152.45,Paid
1000000172200,1000000172,10000001722,363.0,Pending
1000000172300,1000000172,10000001723,668.92,Failed
1000000173000,1000000173,10000001730,1067.06,Failed
1000000173100,1000000173,10000001731,1518.5,Failed
1000000173200,1000000173,10000001732,2539.19,Failed
1000000173300,1000000173,10000001733,2938.38,Failed
1000000174000,1000000174,10000001740,3082.57,Failed
1000000175000,1000000175,10000001750,3533.62,Failed
1000000176000,1000000176,10000001760,3018.09,Pending
1000000176100,1000000176,10000001761,-37.91,Pending
1000000176200,1000000176,10000001762,4843.64,Failed
1000000177000,1000000177,10000001770,1852.16,Failed
1000000177100,1000000177,10000001771,4276.23,Paid
1000000177200,1000000177,10000001772,2884.1,Pending
1000000177300,1000000177,10000001773,1327.86,Paid
1000000178000,1000000178,10000001780,4702.09,Failed
1000000179000,1000000179,10000001790,618.34,Paid
1000000179100,1000000179,10000001791,4195.86,Paid
1000000179200,1000000179,10000001792,994.53,Pending
1000000179300,1000000179,10000001793,790.85,Failed
1000000180000,1000000180,10000001800,365.13,Paid
1000000180100,1000000180,10000001801,1551.37,Pending
1000000181000,1000000181,10000001810,2663.43,Paid
1000000181100,1000000181,10000001811,1740.78,Paid
1000000181200,1000000181,10000001812,3507.59,Failed
1000000181300,1000000181,10000001813,3666.25,Failed
1000000182000,1000000182,10000001820,4903.41,Failed
1000000182100,1000000182,10000001821,4775.58,Failed
1000000182200,1000000182,10000001822,162.17,Paid
1000000183000,1000000183,10000001830,560.35,Paid
1000000183100,1000000183,10000001831,2321.54,Pending
1000000183200,1000000183,10000001832,2047.47,Failed
1000000184000,1000000184,10000001840,2489.62,Pending
1000000184100,1000000184,10000001841,4352.08,Paid
1000000184200,1000000184,10000001842,4295.12,Paid
1000000184300,1000000184,10000001843,3108.86,Pending
1000000185000,1000000185,10000001850,1810.3,Paid
1000000185100,1000000185,10000001851,637.18,Paid
1000000185200,1000000185,10000001852,4285.08,Paid
1000000185300,1000000185,10000001853,2170.0,Pending
1000000186000,1000000186,10000001860,3239.51,Pending
1000000186100,1000000186,10000001861,1450.81,Paid
1000000186200,1000000186,10000001862,3144.03,Pending
1000000187000,1000000187,10000001870,2614.75,Pending
1000000187100,1000000187,10000001871,2262.54,Pending
1000000187200,1000000187,10000001872,1312.65,Pending
1000000187300,1000000187,10000001873,2961.03,Paid
1000000188000,1000000188,10000001880,264.32,Pending
1000000188100,1000000188,10000001881,1080.66,Pending
1000000188200,1000000188,10000001882,2138.0,Failed
1000000189000,1000000189,10000001890,3014.66,Paid
1000000189100,1000000189,10000001891,2421.3,Pending
1000000190000,1000000190,10000001900,-128.15,Failed
1000000191000,1000000191,10000001910,1209.36,Failed
1000000191100,1000000191,10000001911,3738.91,Pending
1000000191200,1000000191,10000001912,2139.78,Paid
1000000192000,1000000192,10000001920,2991.97,Pending
1000000193000,1000000193,10000001930,4087.97,Failed
1000000194000,1000000194,10000001940,531.47,Paid
1000000194100,1000000194,10000001941,109.64,Paid
1000000194200,1000000194,10000001942,-99.77,Pending
1000000194300,1000000194,10000001943,3489.03,Failed
1000000195000,1000000195,10000001950,1714.42,Failed
1000000195100,1000000195,10000001951,2905.27,Paid
1000000195200,1000000195,10000001952,566.88,Paid
1000000195300,1000000195,10000001953,244.57,Paid
1000000196000,1000000196,10000001960,348.48,Pending
1000000196100,1000000196,10000001961,2997.58,Paid
1000000196200,1000000196,10000001962,1875.12,Pending
1000000196300,1000000196,10000001963,34.0,Failed
1000000197000,1000000197,10000001970,-182.53,Pending
1000000198000,1000000198,10000001980,914.6,Failed
1000000198100,1000000198,10000001981,4314.64,Paid
1000000199000,1000000199,10000001990,2999.68,Pending
1000000200000,1000000200,10000002000,1242.13,Pending
1000000200100,1000000200,10000002001,40.15,Pending
1000000201000,1000000201,10000002010,1187.11,Failed
1000000201100,1000000201,10000002011,1634.23,Paid
1000000201200,1000000201,10000002012,815.77,Pending
1000000201300,1000000201,10000002013,1747.48,Paid
1000000202000,1000000202,10000002020,323.67,Failed
1000000202100,1000000202,10000002021,536.94,Failed
1000000202200,1000000202,10000002022,2254.44,Paid
1000000203000,1000000203,10000002030,2461.46,Pending
1000000203100,1000000203,10000002031,1758.1,Paid
1000000203200,1000000203,10000002032,3256.33,Paid
1000000203300,1000000203,10000002033,3657.06,Pending
1000000204000,1000000204,10000002040,1932.97,Paid
1000000204100,1000000204,10000002041,1275.29,Failed
1000000204200,1000000204,10000002042,3906.88,Pending
1000000205000,1000000205,10000002050,565.01,Pending
1000000205100,1000000205,10000002051,539.78,Failed
1000000205200,1000000205,10000002052,4127.15,Paid
1000000205300,1000000205,10000002053,3509.65,Pending
1000000206000,1000000206,10000002060,4727.15,Failed
1000000206100,1000000206,10000002061,4658.8,Failed
1000000207000,1000000207,10000002070,4039.14,Failed
1000000207100,1000000207,10000002071,1435.37,Pending
1000000208000,1000000208,10000002080,4542.44,Paid
1000000208100,1000000208,10000002081,3978.25,Pending
1000000208200,1000000208,10000002082,798.07,Paid
1000000208300,1000000208,10000002083,-62.01,Pending
1000000209000,1000000209,10000002090,2674.72,Failed
1000000209100,1000000209,10000002091,2318.08,Paid
1000000209200,1000000209,10000002092,4840.93,Failed
1000000209300,1000000209,10000002093,4155.77,Pending
1000000210000,1000000210,10000002100,2264.19,Pending
1000000211000,1000000211,10000002110,1207.46,Pending
1000000211100,1000000211,10000002111,4401.3,Failed
1000000212000,1000000212,10000002120,1483.62,Failed
1000000213000,1000000213,10000002130,4557.2,Pending
1000000213100,1000000213,10000002131,2741.56,Paid
1000000213200,1000000213,10000002132,3831.55,Paid
1000000214000,1000000214,10000002140,4751.01,Pending
1000000215000,1000000215,10000002150,2985.58,Failed
1000000216000,1000000216,10000002160,208.28,Pending
1000000217000,1000000217,10000002170,2548.26,Pending
1000000218000,1000000218,10000002180,1554.71,Pending
1000000218100,1000000218,10000002181,2971.86,Paid
1000000218200,1000000218,10000002182,1325.6,Failed
1000000219000,1000000219,10000002190,3752.19,Pending
1000000220000,1000000220,10000002200,4316.11,Pending
1000000220100,1000000220,10000002201,1651.41,Paid
1000000220200,1000000220,10000002202,3798.06,Pending
1000000221000,1000000221,10000002210,197.22,Failed
1000000221100,1000000221,10000002211,127.11,Paid
1000000221200,1000000221,10000002212,4158.72,Paid
1000000222000,1000000222,10000002220,1764.99,Paid
1000000222100,1000000222,10000002221,4763.86,Paid
1000000223000,1000000223,10000002230,4158.15,Pending
1000000223100,1000000223,10000002231,3226.17,Pending
1000000223200,1000000223,10000002232,3668.45,Failed
1000000223300,1000000223,10000002233,590.35,Pending
1000000224000,1000000224,10000002240,726.94,Paid
1000000224100,1000000224,10000002241,349.3,Pending
1000000224200,1000000224,10000002242,3804.34,Paid
1000000225000,1000000225,10000002250,2471.25,Pending
1000000226000,1000000226,10000002260,1684.94,Paid
